name,medal_type,medal_date,gender,birth_date,country,discipline,event
Mc CLENAGHAN Rhys,OURO,2024-08-03,MASCULINO,1999-07-21,Ireland,Artistic Gymnastics,Men's Pommel Horse
KURBANOV Nariman,PRATA,2024-08-03,MASCULINO,1997-12-06,Kazakhstan,Artistic Gymnastics,Men's Pommel Horse
NEDOROSCIK Stephen,BRONZE,2024-08-03,MASCULINO,1998-10-28,United States,Artistic Gymnastics,Men's Pommel Horse
BILES Simone,OURO,2024-08-03,FEMININO,1997-03-14,United States,Artistic Gymnastics,Women's Vault
ANDRADE Rebeca,PRATA,2024-08-03,FEMININO,1999-05-08,Brazil,Artistic Gymnastics,Women's Vault
CAREY Jade,BRONZE,2024-08-03,FEMININO,2000-05-27,United States,Artistic Gymnastics,Women's Vault
ROOTH Markus,OURO,2024-08-03,MASCULINO,2001-12-22,Norway,Athletics,Men's Decathlon
NEUGEBAUER Leo,PRATA,2024-08-03,MASCULINO,2000-06-19,Germany,Athletics,Men's Decathlon
VICTOR Lindon,BRONZE,2024-08-03,MASCULINO,1993-02-28,Grenada,Athletics,Men's Decathlon
CROUSER Ryan,OURO,2024-08-03,MASCULINO,1992-12-18,United States,Athletics,Men's Shot Put
KOVACS Joe,PRATA,2024-08-03,MASCULINO,1989-06-28,United States,Athletics,Men's Shot Put
CAMPBELL Rajindra,BRONZE,2024-08-03,MASCULINO,1996-02-29,Jamaica,Athletics,Men's Shot Put
ALFRED Julien,OURO,2024-08-03,FEMININO,2001-06-10,Saint Lucia,Athletics,Women's 100m
RICHARDSON Sha'carri,PRATA,2024-08-03,FEMININO,2000-03-25,United States,Athletics,Women's 100m
JEFFERSON Melissa,BRONZE,2024-08-03,FEMININO,2001-02-21,United States,Athletics,Women's 100m
LAFOND Thea,OURO,2024-08-03,FEMININO,1994-04-05,Dominica,Athletics,Women's Triple Jump
RICKETTS Shanieka,PRATA,2024-08-03,FEMININO,1992-02-02,Jamaica,Athletics,Women's Triple Jump
MOORE Jasmine,BRONZE,2024-08-03,FEMININO,2001-05-01,United States,Athletics,Women's Triple Jump
WU Shih Yi,BRONZE,2024-08-03,FEMININO,1998-04-27,Chinese Taipei,Boxing,Women's 60kg
SOARES FERREIRA Beatriz Iasmin,BRONZE,2024-08-03,FEMININO,1992-12-09,Brazil,Boxing,Women's 60kg
EVENEPOEL Remco,OURO,2024-08-03,MASCULINO,2000-01-25,Belgium,Cycling Road,Men's Road Race
MADOUAS Valentin,PRATA,2024-08-03,MASCULINO,1996-07-12,France,Cycling Road,Men's Road Race
LAPORTE Christophe,BRONZE,2024-08-03,MASCULINO,1992-12-11,France,Cycling Road,Men's Road Race
ZEIDLER Oliver,OURO,2024-08-03,MASCULINO,1996-07-24,Germany,Rowing,Men's Single Sculls
ZALATY Yauheni,PRATA,2024-08-03,MASCULINO,1999-09-09,AIN,Rowing,Men's Single Sculls
van DORP Simon,BRONZE,2024-08-03,MASCULINO,1997-04-10,Netherlands,Rowing,Men's Single Sculls
FLORIJN Karolien,OURO,2024-08-03,FEMININO,1998-04-06,Netherlands,Rowing,Women's Single Sculls
TWIGG Emma,PRATA,2024-08-03,FEMININO,1987-03-01,New Zealand,Rowing,Women's Single Sculls
SENKUTE Viktorija,BRONZE,2024-08-03,FEMININO,1996-04-12,Lithuania,Rowing,Women's Single Sculls
REUVENY Tom,OURO,2024-08-03,MASCULINO,2000-06-12,Israel,Sailing,Men's Windsurfing
MORRIS Grae,PRATA,2024-08-03,MASCULINO,2003-10-16,Australia,Sailing,Men's Windsurfing
van OPZEELAND Luuc,BRONZE,2024-08-03,MASCULINO,1999-05-21,Netherlands,Sailing,Men's Windsurfing
MAGGETTI Marta,OURO,2024-08-03,FEMININO,1996-01-10,Italy,Sailing,Women's Windsurfing
KANTOR Sharon,PRATA,2024-08-03,FEMININO,2003-01-28,Israel,Sailing,Women's Windsurfing
WILSON Emma,BRONZE,2024-08-03,FEMININO,1999-04-07,Great Britain,Sailing,Women's Windsurfing
YANG Jiin,OURO,2024-08-03,FEMININO,2003-05-20,Korea,Shooting,25m Pistol Women
JEDRZEJEWSKI Camille,PRATA,2024-08-03,FEMININO,2002-04-25,France,Shooting,25m Pistol Women
MAJOR Veronika,BRONZE,2024-08-03,FEMININO,1997-03-19,Hungary,Shooting,25m Pistol Women
HANCOCK Vincent,OURO,2024-08-03,MASCULINO,1989-03-19,United States,Shooting,Skeet Men
PRINCE Conner Lynn,PRATA,2024-08-03,MASCULINO,2000-03-28,United States,Shooting,Skeet Men
LEE Meng Yuan,BRONZE,2024-08-03,MASCULINO,1994-08-25,Chinese Taipei,Shooting,Skeet Men
MILAK Kristof,OURO,2024-08-03,MASCULINO,2000-02-20,Hungary,Swimming,Men's 100m Butterfly
LIENDO Josh,PRATA,2024-08-03,MASCULINO,2002-08-20,Canada,Swimming,Men's 100m Butterfly
KHARUN Ilya,BRONZE,2024-08-03,MASCULINO,2005-02-07,Canada,Swimming,Men's 100m Butterfly
McINTOSH Summer,OURO,2024-08-03,FEMININO,2006-08-18,Canada,Swimming,Women's 200m Individual Medley
DOUGLASS Kate,PRATA,2024-08-03,FEMININO,2001-11-17,United States,Swimming,Women's 200m Individual Medley
McKEOWN Kaylee,BRONZE,2024-08-03,FEMININO,2001-07-12,Australia,Swimming,Women's 200m Individual Medley
LEDECKY Katie,OURO,2024-08-03,FEMININO,1997-03-17,United States,Swimming,Women's 800m Freestyle
TITMUS Ariarne,PRATA,2024-08-03,FEMININO,2000-09-07,Australia,Swimming,Women's 800m Freestyle
MADDEN Paige,BRONZE,2024-08-03,FEMININO,1998-10-22,United States,Swimming,Women's 800m Freestyle
CHEN Meng,OURO,2024-08-03,FEMININO,1994-01-15,China,Table Tennis,Women's Singles
SUN Yingsha,PRATA,2024-08-03,FEMININO,2000-11-04,China,Table Tennis,Women's Singles
HAYATA Hina,BRONZE,2024-08-03,FEMININO,2000-07-07,Japan,Table Tennis,Women's Singles
MUSETTI Lorenzo,BRONZE,2024-08-03,MASCULINO,2002-03-03,Italy,Tennis,Men's Singles
ZHENG Qinwen,OURO,2024-08-03,FEMININO,2002-10-08,China,Tennis,Women's Singles
VEKIC Donna,PRATA,2024-08-03,FEMININO,1996-06-28,Croatia,Tennis,Women's Singles
KIM Woojin,OURO,2024-08-04,MASCULINO,1992-06-20,Korea,Archery,Men's Individual
ELLISON Brady,PRATA,2024-08-04,MASCULINO,1988-10-27,United States,Archery,Men's Individual
LEE Wooseok,BRONZE,2024-08-04,MASCULINO,1997-08-07,Korea,Archery,Men's Individual
LIU Yang,OURO,2024-08-04,MASCULINO,1994-08-11,China,Artistic Gymnastics,Men's Rings
ZOU Jingyuan,PRATA,2024-08-04,MASCULINO,1998-01-03,China,Artistic Gymnastics,Men's Rings
PETROUNIAS Eleftherios,BRONZE,2024-08-04,MASCULINO,1990-11-30,Greece,Artistic Gymnastics,Men's Rings
YULO Carlos Edriel,OURO,2024-08-04,MASCULINO,2000-02-16,Philippines,Artistic Gymnastics,Men's Vault
DAVTYAN Artur,PRATA,2024-08-04,MASCULINO,1992-08-08,Armenia,Artistic Gymnastics,Men's Vault
HEPWORTH Harry,BRONZE,2024-08-04,MASCULINO,2003-12-06,Great Britain,Artistic Gymnastics,Men's Vault
NEMOUR Kaylia,OURO,2024-08-04,FEMININO,2006-12-30,Algeria,Artistic Gymnastics,Women's Uneven Bars
QIU Qiyuan,PRATA,2024-08-04,FEMININO,2007-05-24,China,Artistic Gymnastics,Women's Uneven Bars
LEE Sunisa,BRONZE,2024-08-04,FEMININO,2003-03-09,United States,Artistic Gymnastics,Women's Uneven Bars
LYLES Noah,OURO,2024-08-04,MASCULINO,1997-07-18,United States,Athletics,Men's 100m
THOMPSON Kishane,PRATA,2024-08-04,MASCULINO,2001-07-17,Jamaica,Athletics,Men's 100m
KERLEY Fred,BRONZE,2024-08-04,MASCULINO,1995-05-07,United States,Athletics,Men's 100m
KATZBERG Ethan,OURO,2024-08-04,MASCULINO,2002-04-05,Canada,Athletics,Men's Hammer Throw
HALASZ Bence,PRATA,2024-08-04,MASCULINO,1997-08-04,Hungary,Athletics,Men's Hammer Throw
KOKHAN Mykhaylo,BRONZE,2024-08-04,MASCULINO,2001-01-22,Ukraine,Athletics,Men's Hammer Throw
MAHUCHIKH Yaroslava,OURO,2024-08-04,FEMININO,2001-09-19,Ukraine,Athletics,Women's High Jump
OLYSLAGERS Nicola,PRATA,2024-08-04,FEMININO,1996-12-28,Australia,Athletics,Women's High Jump
GERASHCHENKO Iryna,BRONZE,2024-08-04,FEMININO,1995-03-10,Ukraine,Athletics,Women's High Jump
PATTERSON Eleanor,BRONZE,2024-08-04,FEMININO,1996-05-22,Australia,Athletics,Women's High Jump
TUNJUNG Gregoria Mariska,BRONZE,2024-08-04,FEMININO,1999-08-11,Indonesia,Badminton,Women's Singles
ALCANTARA REYES Yunior,BRONZE,2024-08-04,MASCULINO,2004-02-10,Dominican Republic,Boxing,Men's 51kg
de PINA David,BRONZE,2024-08-04,MASCULINO,1996-08-07,Cabo Verde,Boxing,Men's 51kg
SANFORD Wyatt,BRONZE,2024-08-04,MASCULINO,1998-11-03,Canada,Boxing,Men's 63.5kg
GURULI Lasha,BRONZE,2024-08-04,MASCULINO,1996-08-27,Georgia,Boxing,Men's 63.5kg
PINALES Cristian Javier,BRONZE,2024-08-04,MASCULINO,2000-11-02,Dominican Republic,Boxing,Men's 80kg
LOPEZ CARDONA Arlen,BRONZE,2024-08-04,MASCULINO,1993-02-21,Cuba,Boxing,Men's 80kg
REYES PLA Enmanuel,BRONZE,2024-08-04,MASCULINO,1992-12-14,Spain,Boxing,Men's 92kg
BOLTAEV Davlat,BRONZE,2024-08-04,MASCULINO,1999-01-13,Tajikistan,Boxing,Men's 92kg
PANG Cholmi,BRONZE,2024-08-04,FEMININO,1994-08-26,DPR Korea,Boxing,Women's 54kg
IM Aeji,BRONZE,2024-08-04,FEMININO,1999-05-11,Korea,Boxing,Women's 54kg
FAULKNER Kristen,OURO,2024-08-04,FEMININO,1992-12-18,United States,Cycling Road,Women's Road Race
VOS Marianne,PRATA,2024-08-04,FEMININO,1987-05-13,Netherlands,Cycling Road,Women's Road Race
KOPECKY Lotte,BRONZE,2024-08-04,FEMININO,1995-11-10,Belgium,Cycling Road,Women's Road Race
von BREDOW-WERNDL Jessica,OURO,2024-08-04,FEMININO,1986-02-16,Germany,Equestrian,Dressage Individual
WERTH Isabell,PRATA,2024-08-04,FEMININO,1969-07-21,Germany,Equestrian,Dressage Individual
FRY Charlotte,BRONZE,2024-08-04,FEMININO,1996-02-11,Great Britain,Equestrian,Dressage Individual
SCHEFFLER Scottie,OURO,2024-08-04,MASCULINO,1996-06-21,United States,Golf,Men's Individual Stroke Play
FLEETWOOD Tommy,PRATA,2024-08-04,MASCULINO,1991-01-19,Great Britain,Golf,Men's Individual Stroke Play
MATSUYAMA Hideki,BRONZE,2024-08-04,MASCULINO,1992-02-25,Japan,Golf,Men's Individual Stroke Play
CROVETTO CHADID Francisca,OURO,2024-08-04,FEMININO,1990-04-27,Chile,Shooting,Skeet Women
RUTTER Amber Jo,PRATA,2024-08-04,FEMININO,1997-08-21,Great Britain,Shooting,Skeet Women
SMITH Austen Jewell,BRONZE,2024-08-04,FEMININO,2001-07-23,United States,Shooting,Skeet Women
FINKE Bobby,OURO,2024-08-04,MASCULINO,1999-11-06,United States,Swimming,Men's 1500m Freestyle
PALTRINIERI Gregorio,PRATA,2024-08-04,MASCULINO,1994-09-05,Italy,Swimming,Men's 1500m Freestyle
WIFFEN Daniel,BRONZE,2024-08-04,MASCULINO,2001-07-14,Ireland,Swimming,Men's 1500m Freestyle
SJOESTROEM Sarah,OURO,2024-08-04,FEMININO,1993-08-17,Sweden,Swimming,Women's 50m Freestyle
HARRIS Meg,PRATA,2024-08-04,FEMININO,2002-03-07,Australia,Swimming,Women's 50m Freestyle
ZHANG Yufei,BRONZE,2024-08-04,FEMININO,1998-04-19,China,Swimming,Women's 50m Freestyle
FAN Zhendong,OURO,2024-08-04,MASCULINO,1997-01-22,China,Table Tennis,Men's Singles
MOREGARD Truls,PRATA,2024-08-04,MASCULINO,2002-02-16,Sweden,Table Tennis,Men's Singles
LEBRUN Felix,BRONZE,2024-08-04,MASCULINO,2006-09-12,France,Table Tennis,Men's Singles
DJOKOVIC Novak,OURO,2024-08-04,MASCULINO,1987-05-22,Serbia,Tennis,Men's Singles
ALCARAZ Carlos,PRATA,2024-08-04,MASCULINO,2003-05-05,Spain,Tennis,Men's Singles
OKA Shinnosuke,OURO,2024-08-05,MASCULINO,2003-10-31,Japan,Artistic Gymnastics,Men's Horizontal Bar
BARAJAS Angel,PRATA,2024-08-05,MASCULINO,2006-08-12,Colombia,Artistic Gymnastics,Men's Horizontal Bar
ZHANG Boheng,BRONZE,2024-08-05,MASCULINO,2000-03-04,China,Artistic Gymnastics,Men's Horizontal Bar
TANG Chia-Hung,BRONZE,2024-08-05,MASCULINO,1996-09-23,Chinese Taipei,Artistic Gymnastics,Men's Horizontal Bar
ZOU Jingyuan,OURO,2024-08-05,MASCULINO,1998-01-03,China,Artistic Gymnastics,Men's Parallel Bars
KOVTUN Illia,PRATA,2024-08-05,MASCULINO,2003-08-10,Ukraine,Artistic Gymnastics,Men's Parallel Bars
OKA Shinnosuke,BRONZE,2024-08-05,MASCULINO,2003-10-31,Japan,Artistic Gymnastics,Men's Parallel Bars
D'AMATO Alice,OURO,2024-08-05,FEMININO,2003-02-07,Italy,Artistic Gymnastics,Women's Balance Beam
ZHOU Yaqin,PRATA,2024-08-05,FEMININO,2005-11-12,China,Artistic Gymnastics,Women's Balance Beam
ESPOSITO Manila,BRONZE,2024-08-05,FEMININO,2006-11-02,Italy,Artistic Gymnastics,Women's Balance Beam
ANDRADE Rebeca,OURO,2024-08-05,FEMININO,1999-05-08,Brazil,Artistic Gymnastics,Women's Floor Exercise
BILES Simone,PRATA,2024-08-05,FEMININO,1997-03-14,United States,Artistic Gymnastics,Women's Floor Exercise
BARBOSU Ana,BRONZE,2024-08-05,FEMININO,2006-07-26,Romania,Artistic Gymnastics,Women's Floor Exercise
DUPLANTIS Armand,OURO,2024-08-05,MASCULINO,1999-11-10,Sweden,Athletics,Men's Pole Vault
KENDRICKS Sam,PRATA,2024-08-05,MASCULINO,1992-09-07,United States,Athletics,Men's Pole Vault
KARALIS Emmanouil,BRONZE,2024-08-05,MASCULINO,1999-10-20,Greece,Athletics,Men's Pole Vault
CHEBET Beatrice,OURO,2024-08-05,FEMININO,2000-03-05,Kenya,Athletics,Women's 5000m
KIPYEGON Faith,PRATA,2024-08-05,FEMININO,1994-01-10,Kenya,Athletics,Women's 5000m
HASSAN Sifan,BRONZE,2024-08-05,FEMININO,1993-01-01,Netherlands,Athletics,Women's 5000m
HODGKINSON Keely,OURO,2024-08-05,FEMININO,2002-03-03,Great Britain,Athletics,Women's 800m
DUGUMA Tsige,PRATA,2024-08-05,FEMININO,2001-02-23,Ethiopia,Athletics,Women's 800m
MORAA Mary,BRONZE,2024-08-05,FEMININO,2000-06-15,Kenya,Athletics,Women's 800m
ALLMAN Valarie,OURO,2024-08-05,FEMININO,1995-02-23,United States,Athletics,Women's Discus Throw
FENG Bin,PRATA,2024-08-05,FEMININO,1994-04-03,China,Athletics,Women's Discus Throw
ELKASEVIC Sandra,BRONZE,2024-08-05,FEMININO,1990-06-21,Croatia,Athletics,Women's Discus Throw
AXELSEN Viktor,OURO,2024-08-05,MASCULINO,1994-01-04,Denmark,Badminton,Men's Singles
VITIDSARN Kunlavut,PRATA,2024-08-05,MASCULINO,2001-05-11,Thailand,Badminton,Men's Singles
LEE Zii Jia,BRONZE,2024-08-05,MASCULINO,1998-03-29,Malaysia,Badminton,Men's Singles
AN Se Young,OURO,2024-08-05,FEMININO,2002-02-05,Korea,Badminton,Women's Singles
HE Bing Jiao,PRATA,2024-08-05,FEMININO,1997-03-21,China,Badminton,Women's Singles
BUTCHER Finn,OURO,2024-08-05,MASCULINO,1995-03-17,New Zealand,Canoe Slalom,Men's Kayak Cross
CLARKE Joseph,PRATA,2024-08-05,MASCULINO,1992-11-03,Great Britain,Canoe Slalom,Men's Kayak Cross
HEGGE Noah,BRONZE,2024-08-05,MASCULINO,1999-03-15,Germany,Canoe Slalom,Men's Kayak Cross
FOX Noemie,OURO,2024-08-05,FEMININO,1997-03-19,Australia,Canoe Slalom,Women's Kayak Cross
HUG Angele,PRATA,2024-08-05,FEMININO,2000-07-30,France,Canoe Slalom,Women's Kayak Cross
WOODS Kimberley,BRONZE,2024-08-05,FEMININO,1995-09-08,Great Britain,Canoe Slalom,Women's Kayak Cross
LI Yuehong,OURO,2024-08-05,MASCULINO,1989-08-28,China,Shooting,25m Rapid Fire Pistol Men
CHO Yeongjae,PRATA,2024-08-05,MASCULINO,1999-01-15,Korea,Shooting,25m Rapid Fire Pistol Men
WANG Xinjie,BRONZE,2024-08-05,MASCULINO,1996-10-24,China,Shooting,25m Rapid Fire Pistol Men
VAAST Kauli,OURO,2024-08-05,MASCULINO,2002-02-26,France,Surfing,Men
ROBINSON Jack,PRATA,2024-08-05,MASCULINO,1997-12-27,Australia,Surfing,Men
MEDINA Gabriel,BRONZE,2024-08-05,MASCULINO,1993-12-22,Brazil,Surfing,Men
MARKS Caroline,OURO,2024-08-05,FEMININO,2002-02-14,United States,Surfing,Women
WESTON-WEBB Tatiana,PRATA,2024-08-05,FEMININO,1996-05-09,Brazil,Surfing,Women
DEFAY Johanne,BRONZE,2024-08-05,FEMININO,1993-11-19,France,Surfing,Women
HOCKER Cole,OURO,2024-08-06,MASCULINO,2001-06-06,United States,Athletics,Men's 1500m
KERR Josh,PRATA,2024-08-06,MASCULINO,1997-10-08,Great Britain,Athletics,Men's 1500m
NUGUSE Yared,BRONZE,2024-08-06,MASCULINO,1999-06-01,United States,Athletics,Men's 1500m
TENTOGLOU Miltiadis,OURO,2024-08-06,MASCULINO,1998-03-18,Greece,Athletics,Men's Long Jump
PINNOCK Wayne,PRATA,2024-08-06,MASCULINO,2000-10-24,Jamaica,Athletics,Men's Long Jump
FURLANI Mattia,BRONZE,2024-08-06,MASCULINO,2005-02-07,Italy,Athletics,Men's Long Jump
THOMAS Gabrielle,OURO,2024-08-06,FEMININO,1996-12-07,United States,Athletics,Women's 200m
ALFRED Julien,PRATA,2024-08-06,FEMININO,2001-06-10,Saint Lucia,Athletics,Women's 200m
BROWN Brittany,BRONZE,2024-08-06,FEMININO,1995-04-18,United States,Athletics,Women's 200m
YAVI Winfred,OURO,2024-08-06,FEMININO,1999-12-31,Bahrain,Athletics,Women's 3000m Steeplechase
CHEMUTAI Peruth,PRATA,2024-08-06,FEMININO,1999-07-10,Uganda,Athletics,Women's 3000m Steeplechase
CHEROTICH Faith,BRONZE,2024-08-06,FEMININO,2004-07-13,Kenya,Athletics,Women's 3000m Steeplechase
ROGERS Camryn,OURO,2024-08-06,FEMININO,1999-06-07,Canada,Athletics,Women's Hammer Throw
ECHIKUNWOKE Annette Nneka,PRATA,2024-08-06,FEMININO,1996-07-29,United States,Athletics,Women's Hammer Throw
ZHAO Jie,BRONZE,2024-08-06,FEMININO,2002-10-13,China,Athletics,Women's Hammer Throw
JONES Omari,BRONZE,2024-08-06,MASCULINO,2002-11-07,United States,Boxing,Men's 71kg
RICHARDSON Lewis,BRONZE,2024-08-06,MASCULINO,1997-06-04,Great Britain,Boxing,Men's 71kg
KYZAIBAY Nazym,BRONZE,2024-08-06,FEMININO,1993-09-14,Kazakhstan,Boxing,Women's 50kg
VILLEGAS Aira,BRONZE,2024-08-06,FEMININO,1995-08-01,Philippines,Boxing,Women's 50kg
HARRINGTON Kellie,OURO,2024-08-06,FEMININO,1989-12-11,Ireland,Boxing,Women's 60kg
YANG Wenlu,PRATA,2024-08-06,FEMININO,1991-01-13,China,Boxing,Women's 60kg
SUWANNAPHENG Janjaem,BRONZE,2024-08-06,FEMININO,2000-09-25,Thailand,Boxing,Women's 66kg
CHEN Nien Chin,BRONZE,2024-08-06,FEMININO,1997-05-10,Chinese Taipei,Boxing,Women's 66kg
QUAN Hongchan,OURO,2024-08-06,FEMININO,2007-03-28,China,Diving,Women's 10m Platform
CHEN Yuxi,PRATA,2024-08-06,FEMININO,2005-09-11,China,Diving,Women's 10m Platform
KIM Mi Rae,BRONZE,2024-08-06,FEMININO,2001-04-07,DPR Korea,Diving,Women's 10m Platform
KUKUK Christian,OURO,2024-08-06,MASCULINO,1990-03-04,Germany,Equestrian,Jumping Individual
GUERDAT Steve,PRATA,2024-08-06,MASCULINO,1982-06-10,Switzerland,Equestrian,Jumping Individual
van der VLEUTEN Maikel,BRONZE,2024-08-06,MASCULINO,1988-02-10,Netherlands,Equestrian,Jumping Individual
TREW Arisa,OURO,2024-08-06,FEMININO,2010-05-12,Australia,Skateboarding,Women's Park
HIRAKI Cocona,PRATA,2024-08-06,FEMININO,2008-08-26,Japan,Skateboarding,Women's Park
BROWN Sky,BRONZE,2024-08-06,FEMININO,2008-07-07,Great Britain,Skateboarding,Women's Park
LOPEZ NUNEZ Mijain,OURO,2024-08-06,MASCULINO,1982-08-20,Cuba,Wrestling,Men's Greco-Roman 130kg
ACOSTA FERNANDEZ Yasmani,PRATA,2024-08-06,MASCULINO,1988-07-16,Chile,Wrestling,Men's Greco-Roman 130kg
MIRZAZADEH Amin,BRONZE,2024-08-06,MASCULINO,1998-01-08,IR Iran,Wrestling,Men's Greco-Roman 130kg
MENG Lingzhe,BRONZE,2024-08-06,MASCULINO,1998-04-16,China,Wrestling,Men's Greco-Roman 130kg
FUMITA Kenichiro,OURO,2024-08-06,MASCULINO,1995-12-18,Japan,Wrestling,Men's Greco-Roman 60kg
CAO Liguo,PRATA,2024-08-06,MASCULINO,1998-10-04,China,Wrestling,Men's Greco-Roman 60kg
SHARSHENBEKOV Zholaman,BRONZE,2024-08-06,MASCULINO,1999-09-29,Kyrgyzstan,Wrestling,Men's Greco-Roman 60kg
RI Se Ung,BRONZE,2024-08-06,MASCULINO,1998-12-22,DPR Korea,Wrestling,Men's Greco-Roman 60kg
ELOR Amit,OURO,2024-08-06,FEMININO,2004-01-01,United States,Wrestling,Women's Freestyle 68kg
ZHUMANAZAROVA Meerim,PRATA,2024-08-06,FEMININO,1999-11-09,Kyrgyzstan,Wrestling,Women's Freestyle 68kg
CAVUSOGLU TOSUN Buse,BRONZE,2024-08-06,FEMININO,1995-12-05,Turkiye,Wrestling,Women's Freestyle 68kg
OZAKI Nonoka,BRONZE,2024-08-06,FEMININO,2003-03-23,Japan,Wrestling,Women's Freestyle 68kg
EL BAKKALI Soufiane,OURO,2024-08-07,MASCULINO,1996-01-07,Morocco,Athletics,Men's 3000m Steeplechase
ROOKS Kenneth,PRATA,2024-08-07,MASCULINO,1999-10-21,United States,Athletics,Men's 3000m Steeplechase
KIBIWOT Abraham,BRONZE,2024-08-07,MASCULINO,1996-04-06,Kenya,Athletics,Men's 3000m Steeplechase
HALL Quincy,OURO,2024-08-07,MASCULINO,1998-07-31,United States,Athletics,Men's 400m
HUDSON-SMITH Matthew,PRATA,2024-08-07,MASCULINO,1994-10-26,Great Britain,Athletics,Men's 400m
SAMUKONGA Muzala,BRONZE,2024-08-07,MASCULINO,2002-12-09,Zambia,Athletics,Men's 400m
STONA Roje,OURO,2024-08-07,MASCULINO,1999-02-26,Jamaica,Athletics,Men's Discus Throw
ALEKNA Mykolas,PRATA,2024-08-07,MASCULINO,2002-09-28,Lithuania,Athletics,Men's Discus Throw
DENNY Matthew,BRONZE,2024-08-07,MASCULINO,1996-06-02,Australia,Athletics,Men's Discus Throw
KENNEDY Nina,OURO,2024-08-07,FEMININO,1997-04-05,Australia,Athletics,Women's Pole Vault
MOON Katie,PRATA,2024-08-07,FEMININO,1991-06-13,United States,Athletics,Women's Pole Vault
NEWMAN Alysha,BRONZE,2024-08-07,FEMININO,1994-06-29,Canada,Athletics,Women's Pole Vault
TIAFACK Nelvie Raman,BRONZE,2024-08-07,MASCULINO,1999-01-03,Germany,Boxing,Men's +92kg
ABOUDOU MOINDZE Djamili-Dini,BRONZE,2024-08-07,MASCULINO,1996-02-16,France,Boxing,Men's +92kg
ALVAREZ BORGES Erislandy,OURO,2024-08-07,MASCULINO,2000-07-14,Cuba,Boxing,Men's 63.5kg
OUMIHA Sofiane,PRATA,2024-08-07,MASCULINO,1994-12-23,France,Boxing,Men's 63.5kg
KHYZHNIAK Oleksandr,OURO,2024-08-07,MASCULINO,1995-08-03,Ukraine,Boxing,Men's 80kg
ORALBAY Nurbek,PRATA,2024-08-07,MASCULINO,2000-06-11,Kazakhstan,Boxing,Men's 80kg
YILDIZ KAHRAMAN Esra,BRONZE,2024-08-07,FEMININO,1997-07-04,Turkiye,Boxing,Women's 57kg
PETECIO Nesthy,BRONZE,2024-08-07,FEMININO,1992-04-11,Philippines,Boxing,Women's 57kg
WEARN Matt,OURO,2024-08-07,MASCULINO,1995-09-30,Australia,Sailing,Men's Dinghy
KONTIDES Pavlos,PRATA,2024-08-07,MASCULINO,1990-02-11,Cyprus,Sailing,Men's Dinghy
PESCHIERA Stefano,BRONZE,2024-08-07,MASCULINO,1995-01-16,Peru,Sailing,Men's Dinghy
BOUWMEESTER Marit,OURO,2024-08-07,FEMININO,1988-06-17,Netherlands,Sailing,Women's Dinghy
RINDOM Anne-Marie,PRATA,2024-08-07,FEMININO,1991-06-14,Denmark,Sailing,Women's Dinghy
HOEST Line Flem,BRONZE,2024-08-07,FEMININO,1995-11-10,Norway,Sailing,Women's Dinghy
PALMER Keegan,OURO,2024-08-07,MASCULINO,2003-03-13,Australia,Skateboarding,Men's Park
SCHAAR Tom,PRATA,2024-08-07,MASCULINO,1999-09-14,United States,Skateboarding,Men's Park
AKIO Augusto,BRONZE,2024-08-07,MASCULINO,2000-12-12,Brazil,Skateboarding,Men's Park
MIROSLAW Aleksandra,OURO,2024-08-07,FEMININO,1994-02-02,Poland,Sport Climbing,Women's Speed
DENG Lijuan,PRATA,2024-08-07,FEMININO,2000-05-12,China,Sport Climbing,Women's Speed
KALUCKA Aleksandra,BRONZE,2024-08-07,FEMININO,2001-12-25,Poland,Sport Climbing,Women's Speed
PARK Taejoon,OURO,2024-08-07,MASCULINO,2004-06-06,Korea,Taekwondo,Men -58kg
MAGOMEDOV Gashim,PRATA,2024-08-07,MASCULINO,1999-09-22,Azerbaijan,Taekwondo,Men -58kg
RAVET Cyrian,BRONZE,2024-08-07,MASCULINO,2002-09-05,France,Taekwondo,Men -58kg
JENDOUBI Mohamed Khalil,BRONZE,2024-08-07,MASCULINO,2002-06-01,Tunisia,Taekwondo,Men -58kg
WONGPATTANAKIT Panipak,OURO,2024-08-07,FEMININO,1997-08-08,Thailand,Taekwondo,Women -49kg
GUO Qing,PRATA,2024-08-07,FEMININO,2000-05-16,China,Taekwondo,Women -49kg
NEMATZADEH Mobina,BRONZE,2024-08-07,FEMININO,2005-05-17,IR Iran,Taekwondo,Women -49kg
STOJKOVIC Lena,BRONZE,2024-08-07,FEMININO,2002-01-03,Croatia,Taekwondo,Women -49kg
LI Fabin,OURO,2024-08-07,MASCULINO,1993-01-15,China,Weightlifting,Men's 61kg
SILACHAI Theerapong,PRATA,2024-08-07,MASCULINO,2003-11-19,Thailand,Weightlifting,Men's 61kg
MORRIS Hampton,BRONZE,2024-08-07,MASCULINO,2004-02-17,United States,Weightlifting,Men's 61kg
HOU Zhihui,OURO,2024-08-07,FEMININO,1997-03-18,China,Weightlifting,Women's 49kg
CAMBEI Mihaela Valentina,PRATA,2024-08-07,FEMININO,2002-11-18,Romania,Weightlifting,Women's 49kg
KHAMBAO Surodchana,BRONZE,2024-08-07,FEMININO,1999-12-23,Thailand,Weightlifting,Women's 49kg
